row_number,level,Nation_fk,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
941,1,213,2040,Asia-Pacific,Turkey,"         450,000","      88,160,000","       1,070,000","         <10,000","          50,000","          30,000","         190,000","          30,000","      89,980,000"
942,1,214,2040,Asia-Pacific,Turkmenistan,"         430,000","       6,210,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       6,680,000"
943,1,215,2040,Latin America-Caribbean,Turks and Caicos Islands,"          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          40,000"
944,1,216,2040,Asia-Pacific,Tuvalu,"          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000"
945,1,217,2040,Sub-Saharan Africa,Uganda,"      65,940,000","      10,380,000","         400,000","         240,000","         <10,000","         670,000","          90,000","         <10,000","      77,720,000"
946,1,218,2040,Europe,Ukraine,"      33,810,000","       1,120,000","       3,230,000","          60,000","          30,000","          30,000","          10,000","          30,000","      38,310,000"
947,1,219,2040,Middle East-North Africa,United Arab Emirates,"       1,290,000","       7,310,000","         110,000","         900,000","         270,000","          20,000","          60,000","         <10,000","       9,970,000"
948,1,220,2040,Europe,United Kingdom,"      33,410,000","       6,360,000","      24,850,000","       1,260,000","         560,000","         170,000","         540,000","         240,000","      67,380,000"
949,1,221,2040,North America,United States,"     260,640,000","       6,610,000","      89,050,000","       4,020,000","       5,160,000","       1,610,000","       4,790,000","       5,510,000","     377,390,000"
950,1,222,2040,Latin America-Caribbean,U.S. Virgin Islands,"         110,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         110,000"
951,1,223,2040,Latin America-Caribbean,Uruguay,"       2,030,000","         <10,000","       1,510,000","         <10,000","         <10,000","          30,000","          10,000","         <10,000","       3,590,000"
952,1,224,2040,Asia-Pacific,Uzbekistan,"         580,000","      34,500,000","         240,000","         <10,000","          10,000","          20,000","         <10,000","         <10,000","      35,360,000"
953,1,225,2040,Asia-Pacific,Vanuatu,"         410,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000","         <10,000","         <10,000","         440,000"
954,1,226,2040,Latin America-Caribbean,Venezuela,"      34,730,000","         120,000","       3,640,000","         <10,000","         <10,000","         240,000","          30,000","         <10,000","      38,770,000"
955,1,227,2040,Asia-Pacific,Vietnam,"       9,060,000","         200,000","      31,460,000","         <10,000","      16,640,000","      46,230,000","         430,000","         <10,000","     104,020,000"
956,1,228,2040,Asia-Pacific,Wallis and Futuna,"          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000"
957,1,229,2040,Middle East-North Africa,Western Sahara,"         <10,000","         710,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         710,000"
958,1,230,2040,Middle East-North Africa,Yemen,"          70,000","      50,920,000","          50,000","         320,000","         <10,000","         <10,000","         <10,000","         <10,000","      51,370,000"
959,1,231,2040,Sub-Saharan Africa,Zambia,"      32,190,000","         300,000","         210,000","          40,000","         <10,000","         120,000","         340,000","         <10,000","      33,200,000"
960,1,232,2040,Sub-Saharan Africa,Zimbabwe,"      15,350,000","         180,000","       1,340,000","         <10,000","         <10,000","         820,000","          50,000","         <10,000","      17,760,000"
961,1,237,2040,Sub-Saharan Africa,South Sudan,"      11,040,000","       1,130,000","          90,000","         <10,000","         <10,000","       6,000,000","         <10,000","         <10,000","      18,260,000"
962,1,238,2040,Latin America-Caribbean,Curacao,"         170,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         180,000"
963,1,239,2040,Latin America-Caribbean,Sint Maarten,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
964,1,240,2040,Latin America-Caribbean,Caribbean Netherlands,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
965,3,10000,2050, World, All Countries,"   2,918,070,000","   2,761,480,000","   1,230,340,000","   1,384,360,000","     486,270,000","     449,140,000","      61,450,000","      16,090,000","   9,307,190,000"
966,2,1001,2050,North America, All Countries,"     286,710,000","      10,350,000","     111,340,000","       5,850,000","       6,080,000","       2,630,000","       6,540,000","       5,920,000","     435,420,000"
967,2,1002,2050,Latin America-Caribbean, All Countries,"     665,500,000","         940,000","      65,150,000","         640,000","         450,000","      14,310,000","       1,170,000","         460,000","     748,620,000"
968,2,1003,2050,Europe, All Countries,"     454,090,000","      70,870,000","     162,320,000","       2,660,000","       2,490,000","       1,590,000","       1,100,000","       1,200,000","     696,330,000"
969,2,1004,2050,Middle East-North Africa, All Countries,"      18,180,000","     551,900,000","       3,280,000","       3,700,000","       1,190,000","       2,270,000","         260,000","       8,200,000","     588,960,000"
970,2,1005,2050,Sub-Saharan Africa, All Countries,"   1,112,390,000","     669,710,000","      50,460,000","       1,900,000","         220,000","      61,470,000","       3,740,000","          70,000","   1,899,960,000"
971,2,1006,2050,Asia-Pacific, All Countries,"     381,200,000","   1,457,720,000","     837,790,000","   1,369,600,000","     475,840,000","     366,860,000","      48,650,000","         240,000","   4,937,900,000"
972,1,1,2050,Asia-Pacific,Afghanistan,"          70,000","      72,190,000","          20,000","          30,000","          20,000","         <10,000","          60,000","         <10,000","      72,380,000"
973,1,2,2050,Europe,Albania,"         380,000","       2,420,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,810,000"
974,1,3,2050,Middle East-North Africa,Algeria,"          70,000","      45,620,000","         850,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","      46,580,000"
975,1,4,2050,Asia-Pacific,American Samoa,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
976,1,5,2050,Europe,Andorra,"          90,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         100,000"
977,1,6,2050,Sub-Saharan Africa,Angola,"      37,550,000","          80,000","       2,150,000","         <10,000","         <10,000","       1,690,000","         <10,000","         <10,000","      41,470,000"
978,1,7,2050,Latin America-Caribbean,Anguilla,"          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
979,1,8,2050,Latin America-Caribbean,Antigua and Barbuda,"         110,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         110,000"
980,1,9,2050,Latin America-Caribbean,Argentina,"      43,220,000","         370,000","       5,720,000","         <10,000","          20,000","         290,000","         110,000","         170,000","      49,910,000"
981,1,10,2050,Asia-Pacific,Armenia,"       3,140,000","          40,000","          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,230,000"
982,1,11,2050,Latin America-Caribbean,Aruba,"          90,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         100,000"
983,1,12,2050,Asia-Pacific,Australia,"      13,700,000","       1,420,000","      11,780,000","         660,000","         890,000","         250,000","         280,000","         150,000","      29,120,000"
984,1,13,2050,Europe,Austria,"       6,140,000","         750,000","       1,460,000","          20,000","          40,000","          20,000","          20,000","          20,000","       8,460,000"
985,1,14,2050,Asia-Pacific,Azerbaijan,"         210,000","      11,080,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      11,300,000"
986,1,15,2050,Latin America-Caribbean,Bahamas,"         400,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         410,000"
987,1,16,2050,Middle East-North Africa,Bahrain,"         220,000","       1,260,000","          40,000","         190,000","          70,000","         <10,000","         <10,000","         <10,000","       1,790,000"
988,1,17,2050,Asia-Pacific,Bangladesh,"         650,000","     182,360,000","         <10,000","      14,470,000","       1,200,000","         130,000","         130,000","         <10,000","     198,960,000"
989,1,18,2050,Latin America-Caribbean,Barbados,"         250,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         260,000"
990,1,19,2050,Europe,Belarus,"       6,060,000","         200,000","       2,230,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,510,000"
991,1,20,2050,Europe,Belgium,"       5,870,000","       1,310,000","       3,740,000","          40,000","          60,000","          50,000","          20,000","          30,000","      11,120,000"
992,1,21,2050,Latin America-Caribbean,Belize,"         470,000","         <10,000","          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         540,000"
993,1,22,2050,Sub-Saharan Africa,Benin,"      10,450,000","       5,880,000","       1,240,000","         <10,000","         <10,000","       3,960,000","         <10,000","         <10,000","      21,530,000"
994,1,23,2050,North America,Bermuda,"          50,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
995,1,24,2050,Asia-Pacific,Bhutan,"         <10,000","         <10,000","         <10,000","         220,000","         740,000","          20,000","         <10,000","         <10,000","         990,000"
996,1,25,2050,Latin America-Caribbean,Bolivia,"      16,010,000","         <10,000","         690,000","         <10,000","          10,000","         130,000","         140,000","         <10,000","      17,000,000"
997,1,26,2050,Europe,Bosnia-Herzegovina,"       1,270,000","       1,290,000","          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,620,000"
998,1,27,2050,Sub-Saharan Africa,Botswana,"       2,250,000","          50,000","         320,000","         <10,000","         <10,000","          50,000","          10,000","         <10,000","       2,680,000"
999,1,28,2050,Latin America-Caribbean,Brazil,"     192,640,000","          50,000","      20,740,000","         <10,000","         220,000","       9,000,000","         280,000","          90,000","     223,020,000"
1000,1,29,2050,Latin America-Caribbean,British Virgin Islands,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
1001,1,30,2050,Asia-Pacific,Brunei,"          50,000","         380,000","         <10,000","         <10,000","          40,000","          30,000","         <10,000","         <10,000","         510,000"
1002,1,31,2050,Europe,Bulgaria,"       4,080,000","         770,000","         320,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       5,180,000"
1003,1,32,2050,Sub-Saharan Africa,Burkina Faso,"       9,610,000","      32,200,000","         320,000","         <10,000","         <10,000","       7,720,000","         <10,000","         <10,000","      49,860,000"
1004,1,33,2050,Sub-Saharan Africa,Burundi,"      12,490,000","         440,000","         <10,000","         <10,000","         <10,000","         870,000","         <10,000","         <10,000","      13,800,000"
1005,1,34,2050,Asia-Pacific,Cambodia,"          70,000","         410,000","          40,000","         <10,000","      19,090,000","         120,000","         <10,000","         <10,000","      19,740,000"
1006,1,35,2050,Sub-Saharan Africa,Cameroon,"      25,820,000","       8,410,000","       1,750,000","         <10,000","         <10,000","       1,180,000","       1,030,000","         <10,000","      38,200,000"
1007,1,36,2050,North America,Canada,"      24,640,000","       2,260,000","      10,470,000","       1,070,000","         600,000","         570,000","         780,000","         560,000","      40,940,000"
1008,1,37,2050,Sub-Saharan Africa,Cape Verde,"         650,000","         <10,000","          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         720,000"
1009,1,38,2050,Latin America-Caribbean,Cayman Islands,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          70,000"
1010,1,39,2050,Sub-Saharan Africa,Central African Republic,"       7,560,000","         860,000","          80,000","         <10,000","         <10,000","          90,000","         <10,000","         <10,000","       8,590,000"
1011,1,40,2050,Sub-Saharan Africa,Chad,"      11,790,000","      14,900,000","         520,000","         <10,000","         <10,000","         360,000","          40,000","         <10,000","      27,620,000"
1012,1,41,2050,Europe,Channel Islands,"         120,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         140,000"
1013,1,42,2050,Latin America-Caribbean,Chile,"      17,330,000","          20,000","       2,420,000","         <10,000","          10,000","         260,000","          40,000","          30,000","      20,120,000"
1014,1,43,2050,Asia-Pacific,China,"      70,800,000","      35,290,000","     663,080,000","          50,000","     241,580,000","     284,950,000","       9,250,000","         <10,000","   1,305,010,000"
1015,1,44,2050,Latin America-Caribbean,Colombia,"      56,560,000","          20,000","       4,430,000","         <10,000","         <10,000","         530,000","          50,000","         <10,000","      61,590,000"
1016,1,45,2050,Sub-Saharan Africa,Comoros,"         <10,000","       1,800,000","         <10,000","         <10,000","         <10,000","          20,000","         <10,000","         <10,000","       1,830,000"
1017,1,46,2050,Sub-Saharan Africa,Republic of the Congo,"       8,100,000","         100,000","         680,000","         <10,000","         <10,000","         250,000","          90,000","         <10,000","       9,230,000"
1018,1,47,2050,Sub-Saharan Africa,Democratic Republic of the Congo,"     141,790,000","       2,490,000","       2,490,000","          80,000","         <10,000","       1,080,000","         190,000","         <10,000","     148,120,000"
1019,1,48,2050,Asia-Pacific,Cook Islands,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
1020,1,49,2050,Latin America-Caribbean,Costa Rica,"       5,720,000","         <10,000","         530,000","         <10,000","         <10,000","          60,000","          20,000","         <10,000","       6,330,000"
1021,1,50,2050,Sub-Saharan Africa,Ivory Coast,"      16,490,000","      14,820,000","       3,550,000","         <10,000","          20,000","       4,770,000","          80,000","         <10,000","      39,740,000"
1022,1,51,2050,Europe,Croatia,"       3,520,000","          70,000","         160,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,760,000"
1023,1,52,2050,Latin America-Caribbean,Cuba,"       5,580,000","         <10,000","       2,270,000","          20,000","         <10,000","       1,770,000","         <10,000","         <10,000","       9,670,000"
1024,1,53,2050,Asia-Pacific,Cyprus,"         990,000","         360,000","          50,000","          10,000","          20,000","         <10,000","         <10,000","         <10,000","       1,430,000"
1025,1,54,2050,Europe,Czech Republic,"       1,820,000","         100,000","       7,700,000","         <10,000","          60,000","          70,000","         <10,000","         <10,000","       9,760,000"
1026,1,55,2050,Europe,Denmark,"       4,570,000","         500,000","         640,000","          50,000","          50,000","         <10,000","         <10,000","         <10,000","       5,820,000"
1027,1,56,2050,Sub-Saharan Africa,Djibouti,"          40,000","       1,500,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,550,000"
1028,1,57,2050,Latin America-Caribbean,Dominica,"          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          80,000"
1029,1,58,2050,Latin America-Caribbean,Dominican Republic,"      12,080,000","          10,000","       1,450,000","         <10,000","         <10,000","         120,000","          10,000","         <10,000","      13,690,000"
1030,1,59,2050,Latin America-Caribbean,Ecuador,"      18,780,000","          20,000","       1,170,000","         <10,000","         <10,000","          60,000","         <10,000","         <10,000","      20,050,000"
1031,1,60,2050,Middle East-North Africa,Egypt,"       4,600,000","     119,530,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","     124,130,000"
1032,1,61,2050,Latin America-Caribbean,El Salvador,"       6,040,000","         <10,000","         800,000","         <10,000","         <10,000","          30,000","          20,000","         <10,000","       6,890,000"
1033,1,62,2050,Sub-Saharan Africa,Equatorial Guinea,"       1,210,000","          60,000","          70,000","         <10,000","         <10,000","          20,000","         <10,000","         <10,000","       1,360,000"
1034,1,63,2050,Sub-Saharan Africa,Eritrea,"       7,040,000","       4,090,000","          10,000","         <10,000","         <10,000","          40,000","         <10,000","         <10,000","      11,190,000"
1035,1,64,2050,Europe,Estonia,"         420,000","         <10,000","         620,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,040,000"
1036,1,65,2050,Sub-Saharan Africa,Ethiopia,"      84,770,000","      57,960,000","          90,000","         <10,000","         <10,000","       2,500,000","          20,000","         <10,000","     145,350,000"
1037,1,66,2050,Europe,Faeroe Islands,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
1038,1,67,2050,Latin America-Caribbean,Falkland Islands (Malvinas),"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
1039,1,68,2050,Asia-Pacific,Fiji,"         790,000","          80,000","          10,000","         340,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,230,000"
1040,1,69,2050,Europe,Finland,"       4,040,000","         190,000","       1,290,000","          10,000","          30,000","         <10,000","         <10,000","         <10,000","       5,570,000"
1041,1,70,2050,Europe,France,"      29,900,000","       7,540,000","      30,570,000","          70,000","         400,000","         330,000","         130,000","         350,000","      69,300,000"
1042,1,71,2050,Latin America-Caribbean,French Guiana,"         360,000","         <10,000","          20,000","         <10,000","         <10,000","          30,000","         <10,000","         <10,000","         440,000"
1043,1,72,2050,Asia-Pacific,French Polynesia,"         310,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         330,000"
1044,1,73,2050,Sub-Saharan Africa,Gabon,"       2,180,000","         490,000","         190,000","         <10,000","         <10,000","         170,000","          20,000","         <10,000","       3,050,000"
1045,1,74,2050,Sub-Saharan Africa,Gambia,"         160,000","       4,620,000","         <10,000","         <10,000","         <10,000","          30,000","         <10,000","         <10,000","       4,830,000"
1046,1,75,2050,Europe,Georgia,"       2,950,000","         490,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,470,000"
1047,1,76,2050,Europe,Germany,"      41,650,000","       7,000,000","      20,910,000","          80,000","         260,000","          50,000","          90,000","         190,000","      70,220,000"
1048,1,77,2050,Sub-Saharan Africa,Ghana,"      33,490,000","      11,030,000","       1,730,000","          30,000","         <10,000","       3,030,000","          50,000","         <10,000","      49,360,000"
1049,1,78,2050,Europe,Gibraltar,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
1050,1,79,2050,Europe,Greece,"       8,720,000","         790,000","         550,000","          30,000","         <10,000","          10,000","          10,000","         <10,000","      10,120,000"
1051,1,80,2050,North America,Greenland,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
1052,1,81,2050,Latin America-Caribbean,Grenada,"         140,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         150,000"
1053,1,82,2050,Latin America-Caribbean,Guadeloupe,"         500,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         520,000"
1054,1,83,2050,Asia-Pacific,Guam,"         230,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         250,000"
1055,1,84,2050,Latin America-Caribbean,Guatemala,"      28,900,000","         <10,000","       1,060,000","         <10,000","         <10,000","         200,000","          20,000","         <10,000","      30,210,000"
1056,1,85,2050,Sub-Saharan Africa,Guinea,"       2,300,000","      19,560,000","         410,000","         <10,000","          20,000","         600,000","         <10,000","         <10,000","      22,890,000"
1057,1,86,2050,Sub-Saharan Africa,Guinea-Bissau,"         490,000","       1,480,000","         140,000","         <10,000","         <10,000","         930,000","         <10,000","         <10,000","       3,040,000"
1058,1,87,2050,Latin America-Caribbean,Guyana,"         780,000","          60,000","          20,000","         190,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,050,000"
1059,1,88,2050,Latin America-Caribbean,Haiti,"      12,830,000","         <10,000","       1,670,000","         <10,000","         <10,000","         290,000","          40,000","         <10,000","      14,830,000"
1060,1,89,2050,Europe,Vatican City,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
1061,1,90,2050,Latin America-Caribbean,Honduras,"      10,860,000","          20,000","       1,250,000","         <10,000","          20,000","         150,000","          80,000","         <10,000","      12,380,000"
1062,1,91,2050,Asia-Pacific,Hong Kong,"       1,470,000","         250,000","       3,820,000","          60,000","       1,040,000","       1,040,000","         100,000","         <10,000","       7,770,000"
1063,1,92,2050,Europe,Hungary,"       6,500,000","          30,000","       1,990,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,540,000"
1064,1,93,2050,Europe,Iceland,"         370,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         410,000"
1065,1,94,2050,Asia-Pacific,India,"      36,740,000","     310,660,000","         830,000","   1,297,960,000","      11,080,000","       7,960,000","      26,050,000","         <10,000","   1,691,280,000"
1066,1,95,2050,Asia-Pacific,Indonesia,"      33,200,000","     256,820,000","         240,000","       4,150,000","       1,740,000","         700,000","         410,000","         <10,000","     297,260,000"
1067,1,96,2050,Asia-Pacific,Iran,"          60,000","      86,190,000","          70,000","          20,000","         <10,000","         <10,000","         120,000","         <10,000","      86,460,000"
1068,1,97,2050,Middle East-North Africa,Iraq,"         490,000","      80,190,000","          90,000","         <10,000","         <10,000","         <10,000","          20,000","         <10,000","      80,790,000"
1069,1,98,2050,Europe,Ireland,"       5,540,000","         200,000","         800,000","          40,000","          20,000","          20,000","         <10,000","         <10,000","       6,640,000"
1070,1,99,2050,Europe,Isle of Man,"          80,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         100,000"
1071,1,100,2050,Middle East-North Africa,Israel,"         230,000","       2,870,000","         340,000","         <10,000","          30,000","          30,000","          20,000","       8,180,000","      11,690,000"
1072,1,101,2050,Europe,Italy,"      40,800,000","       5,320,000","       9,160,000","         300,000","         240,000","         150,000","          60,000","          40,000","      56,080,000"
1073,1,102,2050,Latin America-Caribbean,Jamaica,"       2,370,000","         <10,000","         520,000","         <10,000","         <10,000","         140,000","          30,000","         <10,000","       3,070,000"
1074,1,103,2050,Asia-Pacific,Japan,"       2,570,000","         310,000","      72,980,000","          80,000","      27,030,000","         630,000","       4,180,000","         <10,000","     107,780,000"
1075,1,104,2050,Middle East-North Africa,Jordan,"         240,000","      10,990,000","          20,000","          20,000","          60,000","         <10,000","         <10,000","         <10,000","      11,340,000"
1076,1,105,2050,Asia-Pacific,Kazakhstan,"       3,980,000","      16,770,000","         610,000","          10,000","         100,000","         130,000","          60,000","         <10,000","      21,680,000"
1077,1,106,2050,Sub-Saharan Africa,Kenya,"      79,810,000","      12,920,000","       2,270,000","         100,000","         <10,000","       1,180,000","         860,000","         <10,000","      97,150,000"
1078,1,107,2050,Asia-Pacific,Kiribati,"         150,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         160,000"
1079,1,108,2050,Europe,Kosovo,"          90,000","       1,880,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,970,000"
1080,1,109,2050,Middle East-North Africa,Kuwait,"         550,000","       3,260,000","         <10,000","         510,000","         340,000","          20,000","          10,000","         <10,000","       4,710,000"
1081,1,110,2050,Asia-Pacific,Kyrgyzstan,"         580,000","       7,600,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,220,000"
1082,1,111,2050,Asia-Pacific,Laos,"         140,000","         <10,000","          80,000","         <10,000","       5,270,000","       3,680,000","          70,000","         <10,000","       9,260,000"
1083,1,112,2050,Europe,Latvia,"         930,000","         <10,000","         770,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,720,000"
1084,1,113,2050,Middle East-North Africa,Lebanon,"       1,860,000","       2,990,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       4,870,000"
1085,1,114,2050,Sub-Saharan Africa,Lesotho,"       2,620,000","         <10,000","          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,700,000"
1086,1,115,2050,Sub-Saharan Africa,Liberia,"       8,410,000","       1,190,000","         130,000","         <10,000","         <10,000","         110,000","          10,000","         <10,000","       9,840,000"
1087,1,116,2050,Middle East-North Africa,Libya,"         240,000","       8,750,000","          20,000","         <10,000","          30,000","         <10,000","         <10,000","         <10,000","       9,050,000"
1088,1,117,2050,Europe,Liechtenstein,"          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          40,000"
1089,1,118,2050,Europe,Lithuania,"       2,270,000","         <10,000","         210,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,490,000"
1090,1,119,2050,Europe,Luxembourg,"         370,000","          10,000","         130,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         520,000"
1091,1,120,2050,Asia-Pacific,Macau,"          40,000","         <10,000","          80,000","         <10,000","          90,000","         320,000","         <10,000","         <10,000","         540,000"
1092,1,121,2050,Europe,Republic of Macedonia,"         710,000","         930,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,650,000"
1093,1,122,2050,Sub-Saharan Africa,Madagascar,"      44,400,000","       1,730,000","       4,620,000","          40,000","          20,000","       2,760,000","          50,000","         <10,000","      53,620,000"
1094,1,123,2050,Sub-Saharan Africa,Malawi,"      41,880,000","       6,420,000","         690,000","          40,000","         <10,000","         780,000","          30,000","         <10,000","      49,840,000"
1095,1,124,2050,Asia-Pacific,Malaysia,"       4,230,000","      32,720,000","         200,000","       2,270,000","       4,870,000","         870,000","          30,000","         <10,000","      45,190,000"
1096,1,125,2050,Asia-Pacific,Maldives,"         <10,000","         400,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         410,000"
1097,1,126,2050,Sub-Saharan Africa,Mali,"         970,000","      39,830,000","         270,000","         <10,000","         <10,000","       1,580,000","         <10,000","         <10,000","      42,660,000"
1098,1,127,2050,Europe,Malta,"         350,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         360,000"
1099,1,128,2050,Asia-Pacific,Marshall Islands,"          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          70,000"
1100,1,129,2050,Latin America-Caribbean,Martinique,"         400,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         420,000"
1101,1,130,2050,Sub-Saharan Africa,Mauritania,"          20,000","       7,270,000","         <10,000","         <10,000","         <10,000","          40,000","         <10,000","         <10,000","       7,340,000"
1102,1,131,2050,Sub-Saharan Africa,Mauritius,"         410,000","         220,000","          10,000","         600,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,260,000"
1103,1,132,2050,Sub-Saharan Africa,Mayotte,"         <10,000","         490,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         490,000"
1104,1,133,2050,Latin America-Caribbean,Mexico,"     130,150,000","          10,000","      11,950,000","         <10,000","          10,000","          80,000","          20,000","         100,000","     142,330,000"
1105,1,134,2050,Asia-Pacific,Federated States of Micronesia,"         190,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         200,000"
1106,1,135,2050,Europe,Moldova,"       2,470,000","          40,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,550,000"
1107,1,136,2050,Europe,Monaco,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
1108,1,137,2050,Asia-Pacific,Mongolia,"          90,000","         170,000","       1,540,000","         <10,000","       2,170,000","         140,000","         <10,000","         <10,000","       4,110,000"
1109,1,138,2050,Europe,Montenegro,"         430,000","         160,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         610,000"
1110,1,139,2050,Latin America-Caribbean,Montserrat,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
1111,1,140,2050,Middle East-North Africa,Morocco,"          10,000","      39,950,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      39,970,000"
1112,1,141,2050,Sub-Saharan Africa,Mozambique,"      29,400,000","       7,390,000","       8,220,000","          30,000","         <10,000","       3,950,000","         <10,000","         <10,000","      49,000,000"
1113,1,142,2050,Asia-Pacific,Burma (Myanmar),"       4,420,000","       2,630,000","         260,000","         910,000","      44,710,000","       3,040,000","          90,000","         <10,000","      56,060,000"
